GexfID	Title	IMDB_id	ReleaseDate	Slug	WeightedDegree	Modularity	PathLength	Diameter	ClusteringCoefficient	ConnectedComponents	Density	Edges	Characters
274	Ed Wood	tt0109707	1994	Ed-Wood	11,735	0,264	1,896	3,000	0,678	6,000	0,110	521	68
276	Eight Legged Freaks	tt0271367	2002	Eight-Legged-Freaks	16,769	0,177	1,816	3,000	0,730	2,000	0,268	316	25
278	Election	tt0126886	1999	Election	7,150	0,318	2,090	3,000	0,571	3,000	0,119	171	39
279	The Elephant Man	tt0080678	1980	The-Elephant-Man	5,915	0,441	2,256	4,000	0,610	7,000	0,085	180	47
280	Elizabeth: The Golden Age	tt0414055	2007	Elizabeth:-The-Golden-Age	9,320	0,355	2,469	5,000	0,521	6,000	0,115	267	46
281	Enemy of the State	tt0120660	1998	Enemy-of-the-State	5,588	0,433	2,174	4,000	0,574	8,000	0,068	221	67
282	The English Patient	tt0116209	1996	The-English-Patient	8,743	0,465	2,585	5,000	0,703	1,000	0,128	211	34
283	Entrapment	tt0137494	1999	Entrapment	6,333	0,089	1,578	2,000	0,636	3,000	0,288	60	12
286	Erin Brockovich	tt0195685	2000	Erin-Brockovich	6,455	0,369	2,070	3,000	0,531	4,000	0,078	198	42
287	Escape from L.A.	tt0116225	1996	Escape-from-L.A.	7,487	0,336	2,108	5,000	0,650	5,000	0,123	166	31
288	Escape from New York	tt0082340	1981	Escape-from-New-York	5,563	0,374	2,233	4,000	0,519	6,000	0,101	116	29
289	Eternal Sunshine of the Spotless Mind	tt0338013	2004	Eternal-Sunshine-of-the-Spotless-Mind	10,188	0,382	2,617	6,000	0,690	1,000	0,139	213	31
290	Even Cowgirls Get the Blues	tt0106834	1993	Even-Cowgirls-Get-the-Blues	5,535	0,430	2,130	3,000	0,680	6,000	0,110	126	41
291	Event Horizon	tt0119081	1997	Event-Horizon	21,545	0,171	1,743	3,000	0,706	4,000	0,242	357	16
292	The Evil Dead	tt0083907	1981	The-Evil-Dead	25,600	0,000	1,000	1,000	1,000	1,000	1,000	98	5
293	Evil Dead II	tt0092991	1987	Evil-Dead-II	6,750	0,262	1,835	4,000	0,544	3,000	0,258	71	14
294	Excalibur	tt0082348	1981	Excalibur	10,387	0,297	2,023	4,000	0,668	2,000	0,209	189	31
295	Extract	tt1225822	2009	Extract	8,714	0,338	1,974	3,000	0,736	1,000	0,198	130	22
296	The Fabulous Baker Boys	tt0097322	1989	The-Fabulous-Baker-Boys	8,154	0,254	1,995	4,000	0,720	4,000	0,108	192	38
297	Face/Off	tt0119094	1997	Face/Off	9,100	0,328	2,034	3,000	0,667	3,000	0,136	226	40
298	Fair Game	tt0977855	2010	Fair-Game	8,261	0,405	2,244	4,000	0,765	2,000	0,091	230	60
299	The Family Man	tt0218967	2000	The-Family-Man	6,563	0,329	1,871	2,000	0,769	1,000	0,129	141	32
300	Fantastic Four	tt0120667	2005	Fantastic-Four	12,350	0,279	2,126	4,000	0,653	4,000	0,146	318	35
301	Fantastic Mr. Fox	tt0432283	2009	Fantastic-Mr.-Fox	13,813	0,221	1,837	3,000	0,782	1,000	0,286	252	26
302	Fargo	tt0116282	1996	Fargo	5,450	0,511	2,331	4,000	0,530	5,000	0,088	124	40
303	Fast Times at Ridgemont High	tt0083929	1982	Fast-Times-at-Ridgemont-High	7,220	0,462	2,364	4,000	0,742	2,000	0,089	250	57
304	Fatal Instinct	tt0106873	1993	Fatal-Instinct	7,200	0,367	2,110	4,000	0,626	5,000	0,111	171	36
305	Fear and Loathing in Las Vegas	tt0120669	1998	Fear-and-Loathing-in-Las-Vegas	6,195	0,281	1,986	4,000	0,653	2,000	0,102	140	37
306	Babette's Feast	tt0092603	1987	Babette's-Feast	29,829	0,104	1,470	4,000	0,867	2,000	0,449	581	30
307	Ferris Bueller's Day Off	tt0091042	1986	Ferris-Bueller's-Day-Off	7,208	0,434	2,388	5,000	0,483	8,000	0,094	222	43
308	The Fifth Element	tt0119116	1997	The-Fifth-Element	8,719	0,448	2,513	5,000	0,615	3,000	0,092	338	64
309	Fight Club	tt0137523	1999	Fight-Club	6,360	0,416	2,055	4,000	0,595	3,000	0,082	184	46
310	Final Destination	tt0195714	2000	Final-Destination	13,125	0,214	1,705	3,000	0,811	2,000	0,302	225	27
311	Final Destination 2	tt0309593	2003	Final-Destination-2	13,756	0,249	1,969	4,000	0,603	4,000	0,209	379	41
313	Five Easy Pieces	tt0065724	1970	Five-Easy-Pieces	10,476	0,248	1,710	2,000	0,851	1,000	0,290	135	21
314	Fletch	tt0089155	1985	Fletch	5,745	0,462	1,964	4,000	0,590	7,000	0,084	121	38
315	The Flintstones	tt0053502	1960	The-Flintstones	8,520	0,294	2,089	4,000	0,564	14,000	0,088	296	46
316	Forrest Gump	tt0109830	1994	Forrest-Gump	7,874	0,454	1,992	4,000	0,803	1,000	0,065	369	89
317	Four Feathers	tt0005353	1915	Four-Feathers	3,379	0,559	2,782	6,000	0,415	9,000	0,071	59	27
318	Four Rooms	tt0113101	1995	Four-Rooms	9,714	0,485	1,915	3,000	0,843	1,000	0,185	170	25
319	Fracture	tt0488120	2007	Fracture	5,943	0,352	2,103	4,000	0,560	1,000	0,114	124	34
320	French Kiss	tt0113117	1995	French-Kiss	6,611	0,419	2,154	4,000	0,784	2,000	0,065	224	66
321	Frankenstein	tt0109836	1994	Frankenstein	7,763	0,513	2,429	4,000	0,758	3,000	0,095	255	49
322	Freddy vs. Jason	tt0329101	2003	Freddy-vs.-Jason	7,667	0,370	2,246	5,000	0,576	5,000	0,108	209	42
323	The French Connection	tt0067116	1971	The-French-Connection	5,091	0,507	2,591	4,000	0,555	4,000	0,088	122	43
324	Frequency	tt0186151	2000	Frequency	7,244	0,378	2,116	3,000	0,598	7,000	0,091	182	38
325	Friday the 13th	tt0080761	1980	Friday-the-13th	8,846	0,545	1,695	3,000	0,751	4,000	0,175	160	24
326	Friday the 13th Part VIII: Jason Takes Manhattan	tt0097388	1989	Friday-the-13th-Part-VIII:-Jason-Takes-Manhattan	11,500	0,227	1,949	3,000	0,685	2,000	0,233	200	27
327	From Dusk Till Dawn	tt0116367	1996	From-Dusk-Till-Dawn	13,769	0,231	1,631	2,000	0,879	1,000	0,369	189	21
328	Cashback	tt0460740	2006	Cashback	12,500	0,077	1,500	3,000	0,538	4,000	0,318	116	10
329	Frozen River	tt0978759	2008	Frozen-River	5,360	0,457	2,320	4,000	0,368	4,000	0,107	94	24
330	The Fugitive	tt0106977	1993	The-Fugitive	5,486	0,468	2,310	4,000	0,518	15,000	0,055	232	72
331	Funny People	tt1201167	2009	Funny-People	9,783	0,350	1,982	3,000	0,724	4,000	0,100	297	41
332	G.I. Jane	tt0119173	1997	G.I.-Jane	13,571	0,400	2,411	6,000	0,700	2,000	0,164	362	41
333	G.I. Joe: The Rise of Cobra	tt1046173	2009	G.I.-Joe:-The-Rise-of-Cobra	12,882	0,314	2,092	4,000	0,654	3,000	0,157	297	32
334	Game 6	tt0425055	2005	Game-6	7,676	0,435	2,037	3,000	0,671	3,000	0,113	157	31
335	The Game	tt0119174	1997	The-Game	6,500	0,339	1,965	3,000	0,674	3,000	0,088	204	51
336	Gamer	tt1034032	2009	Gamer	5,704	0,577	2,518	5,000	0,644	7,000	0,080	142	41
337	Gandhi	tt0083987	1982	Gandhi	6,682	0,490	2,476	6,000	0,618	8,000	0,054	322	82
338	Gang Related	tt0118900	1997	Gang-Related	8,484	0,395	2,145	4,000	0,702	6,000	0,100	288	57
339	Gangs of New York	tt0217505	2002	Gangs-of-New-York	9,863	0,351	2,143	4,000	0,780	2,000	0,102	423	72
340	Gattaca	tt0119177	1997	Gattaca	6,914	0,330	2,308	5,000	0,493	6,000	0,119	149	35
341	Get Carter	tt0067128	1971	Get-Carter	5,688	0,423	1,891	3,000	0,665	3,000	0,125	112	31
343	The Getaway	tt0068638	1972	The-Getaway	5,333	0,404	2,468	5,000	0,552	5,000	0,098	114	35
344	Ghost	tt0099653	1990	Ghost	11,333	0,293	1,950	3,000	0,790	2,000	0,163	197	31
346	Ghost Rider	tt0259324	2007	Ghost-Rider	8,051	0,455	2,240	4,000	0,716	5,000	0,084	236	52
347	Ghost Ship	tt0288477	2002	Ghost-Ship	19,733	0,310	1,800	3,000	0,805	1,000	0,438	229	15
348	Ghost World	tt0162346	2001	Ghost-World	7,424	0,369	1,997	4,000	0,865	4,000	0,088	244	55
349	Ghostbusters	tt0087332	1984	Ghostbusters	13,158	0,132	1,728	4,000	0,633	3,000	0,333	135	14
350	Ghostbusters II	tt0097428	1989	Ghostbusters-II	13,892	0,228	1,998	4,000	0,655	3,000	0,171	343	35
351	Ginger Snaps	tt0210070	2000	Ginger-Snaps	11,800	0,226	1,803	3,000	0,641	2,000	0,211	158	21
352	Gladiator	tt0172495	2000	Gladiator	8,000	0,367	2,145	4,000	0,667	3,000	0,171	154	30
354	Go	tt0139239	1999	Go	10,051	0,380	2,151	3,000	0,667	5,000	0,131	237	34
355	The Godfather	tt0068646	1972	The-Godfather	8,476	0,329	2,256	4,000	0,563	1,000	0,121	222	42
356	The Godfather: Part II	tt0071562	1974	The-Godfather:-Part-II	6,903	0,516	3,059	7,000	0,666	8,000	0,056	350	87
357	Gods and Monsters	tt0120684	1998	Gods-and-Monsters	8,000	0,356	1,954	3,000	0,645	3,000	0,175	143	29
358	Godzilla	tt0120685	1998	Godzilla	7,304	0,399	2,229	4,000	0,567	13,000	0,071	301	67
359	Gone in Sixty Seconds	tt0187078	2000	Gone-in-Sixty-Seconds	12,791	0,278	2,183	4,000	0,612	4,000	0,141	373	42
361	Good Will Hunting	tt0119217	1997	Good-Will-Hunting	9,412	0,396	2,187	4,000	0,648	1,000	0,139	187	31
362	Gothika	tt0348836	2003	Gothika	8,500	0,184	2,052	5,000	0,511	3,000	0,214	137	24
363	The Graduate	tt0061722	1967	The-Graduate	7,784	0,399	1,827	2,000	0,706	4,000	0,146	175	36
364	Gran Torino	tt1205489	2008	Gran-Torino	8,700	0,411	2,113	4,000	0,709	2,000	0,135	197	35
366	Grand Theft Parsons	tt0338075	2003	Grand-Theft-Parsons	7,793	0,342	2,172	3,000	0,421	2,000	0,145	147	29
368	The Green Mile	tt0120689	1999	The-Green-Mile	19,000	0,246	1,808	4,000	0,804	2,000	0,238	424	34
369	Gremlins	tt0087363	1984	Gremlins	14,264	0,319	1,804	3,000	0,791	2,000	0,210	184	33
370	Gremlins 2: The New Batch	tt0099700	1990	Gremlins-2:-The-New-Batch	9,079	0,344	2,225	5,000	0,725	7,000	0,093	348	69
371	The Grifters	tt0099703	1990	The-Grifters	5,556	0,557	2,342	3,000	0,544	3,000	0,098	122	36
372	Grosse Pointe Blank	tt0119229	1997	Grosse-Pointe-Blank	5,300	0,384	2,057	4,000	0,595	2,000	0,108	126	40
373	Groundhog Day	tt0107048	1993	Groundhog-Day	7,898	0,352	1,964	4,000	0,708	3,000	0,088	255	57
374	The Grudge	tt0391198	2004	The-Grudge	4,476	0,413	2,400	4,000	0,551	2,000	0,143	53	20
375	Hackers	tt0113243	1995	Hackers	10,764	0,434	2,199	4,000	0,728	3,000	0,131	324	49
376	Halloween: The Curse of Michael Myers	tt0113253	1995	Halloween:-The-Curse-of-Michael-Myers	8,741	0,344	2,272	4,000	0,614	4,000	0,127	175	34
377	Hancock	tt0448157	2008	Hancock	5,600	0,524	2,546	5,000	0,502	5,000	0,073	169	44
378	The Hangover	tt1119646	2009	The-Hangover	13,838	0,235	1,800	3,000	0,841	1,000	0,237	319	33
379	Hannah and Her Sisters	tt0091167	1986	Hannah-and-Her-Sisters	8,222	0,434	2,132	3,000	0,739	4,000	0,135	217	45
383	Hard to Kill	tt0099739	1990	Hard-to-Kill	4,400	0,364	2,307	5,000	0,491	5,000	0,092	91	34
384	Harold & Kumar Go to White Castle	tt0366551	2004	Harold-&-Kumar-Go-to-White-Castle	9,522	0,343	1,835	3,000	0,767	6,000	0,133	250	43
385	The Haunting	tt0171363	1999	The-Haunting	16,500	0,280	1,717	3,000	0,834	1,000	0,333	200	15
386	He's Just Not That Into You	tt1001508	2009	He's-Just-Not-That-Into-You	6,075	0,603	2,613	4,000	0,710	3,000	0,083	173	48
387	Heat	tt0113277	1995	Heat	6,303	0,467	2,480	5,000	0,551	6,000	0,064	239	62
388	Heathers	tt0097493	1988	Heathers	14,304	0,236	1,921	4,000	0,770	2,000	0,224	405	46
389	Heavenly Creatures	tt0110005	1994	Heavenly-Creatures	9,200	0,217	1,756	3,000	0,683	3,000	0,238	103	10
391	The Hebrew Hammer	tt0317640	2003	The-Hebrew-Hammer	7,455	0,342	1,969	3,000	0,712	4,000	0,135	160	38
393	Hellbound: Hellraiser II	tt0095294	1988	Hellbound:-Hellraiser-II	8,190	0,248	1,743	3,000	0,704	3,000	0,276	89	18
394	Hellboy	tt0167190	2004	Hellboy	8,227	0,369	2,339	5,000	0,501	5,000	0,098	226	41
395	Hellboy II: The Golden Army	tt0411477	2008	Hellboy-II:-The-Golden-Army	12,909	0,239	1,882	3,000	0,596	6,000	0,161	319	35
396	Hellraiser	tt0093177	1987	Hellraiser	11,000	0,183	1,750	3,000	0,727	1,000	0,350	120	16
397	Hellraiser III: Hell on Earth	tt0104409	1992	Hellraiser-III:-Hell-on-Earth	6,267	0,441	2,456	5,000	0,670	2,000	0,115	67	26
398	Hellraiser: Deader	tt0337636	2005	Hellraiser:-Deader	8,870	0,232	1,658	2,000	0,779	2,000	0,312	107	22
399	Hellraiser: Hellseeker	tt0274546	2002	Hellraiser:-Hellseeker	6,222	0,332	1,892	3,000	0,616	2,000	0,133	123	34
400	Henry Fool	tt0122529	1997	Henry-Fool	9,226	0,332	2,168	5,000	0,668	1,000	0,170	180	30
401	High Fidelity	tt0146882	2000	High-Fidelity	9,667	0,234	1,887	3,000	0,611	1,000	0,163	165	25
402	Highlander	tt0091203	1986	Highlander	4,313	0,611	3,181	6,000	0,628	5,000	0,055	150	63
403	Highlander: Endgame	tt0144964	2000	Highlander:-Endgame	6,588	0,383	2,240	4,000	0,712	3,000	0,105	152	37
404	His Girl Friday	tt0032599	1940	His-Girl-Friday	20,952	0,258	1,950	4,000	0,616	3,000	0,179	601	40
405	The Hitchhiker's Guide to the Galaxy	tt0371724	2005	The-Hitchhiker's-Guide-to-the-Galaxy	12,811	0,209	2,000	4,000	0,644	5,000	0,171	312	33
406	Hollow Man	tt0164052	2000	Hollow-Man	29,286	0,120	1,648	3,000	0,684	1,000	0,440	321	13
407	Honeydripper	tt0829193	2007	Honeydripper	10,000	0,283	2,053	4,000	0,696	2,000	0,187	219	35
408	The Horse Whisperer	tt0119314	1998	The-Horse-Whisperer	15,778	0,201	1,789	3,000	0,781	1,000	0,259	291	26
409	The Kingdom	tt0108906	1994	The-Kingdom	6,833	0,481	2,453	5,000	0,592	6,000	0,092	208	54
410	Hostage	tt0340163	2005	Hostage	8,435	0,454	2,424	6,000	0,666	3,000	0,108	237	43
411	Hot Tub Time Machine	tt1231587	2010	Hot-Tub-Time-Machine	15,722	0,215	1,768	3,000	0,792	3,000	0,238	371	33
412	Hotel Rwanda	tt0395169	2004	Hotel-Rwanda	8,171	0,347	1,964	3,000	0,693	5,000	0,075	325	63
413	House of 1000 Corpses	tt0251736	2003	House-of-1000-Corpses	13,105	0,284	2,186	4,000	0,774	3,000	0,178	310	32
414	Hudson Hawk	tt0102070	1991	Hudson-Hawk	15,462	0,167	1,697	3,000	0,716	2,000	0,308	269	25
415	The Hudsucker Proxy	tt0110074	1994	The-Hudsucker-Proxy	6,487	0,533	2,394	4,000	0,612	13,000	0,069	255	73
416	Human Nature	tt0219822	2001	Human-Nature	7,833	0,344	2,034	4,000	0,439	3,000	0,159	130	21
417	I Am Sam	tt0277027	2001	I-Am-Sam	10,612	0,330	1,963	4,000	0,698	2,000	0,121	266	40
418	I Love You Phillip Morris	tt1045772	2009	I-Love-You-Phillip-Morris	5,472	0,446	2,053	3,000	0,622	3,000	0,068	160	53
419	I Still Know What You Did Last Summer	tt0130018	1998	I-Still-Know-What-You-Did-Last-Summer	14,000	0,255	1,846	3,000	0,628	2,000	0,233	211	21
420	I'll Do Anything	tt0110097	1994	I'll-Do-Anything	12,080	0,282	1,941	3,000	0,839	1,000	0,162	254	38
421	I, Robot	tt0343818	2004	I,-Robot	7,935	0,292	1,845	3,000	0,649	3,000	0,155	153	29
422	The Ice Storm	tt0119349	1997	The-Ice-Storm	8,313	0,391	2,345	5,000	0,627	1,000	0,147	165	29
423	The Imaginarium of Doctor Parnassus	tt1054606	2009	The-Imaginarium-of-Doctor-Parnassus	14,356	0,255	1,877	3,000	0,763	2,000	0,210	383	41
424	In the Loop	tt1226774	2009	In-the-Loop	15,486	0,208	1,824	3,000	0,716	3,000	0,218	327	32
426	Independence Day	tt0116629	1996	Independence-Day	8,244	0,427	2,585	5,000	0,579	11,000	0,068	394	78
427	Indiana Jones and the Last Crusade	tt0097576	1989	Indiana-Jones-and-the-Last-Crusade	8,963	0,346	1,884	3,000	0,655	4,000	0,185	154	26
429	Indiana Jones and the Temple of Doom	tt0087469	1984	Indiana-Jones-and-the-Temple-of-Doom	12,421	0,179	1,678	3,000	0,581	3,000	0,246	179	16
430	Raiders of the Lost Ark	tt0082971	1981	Raiders-of-the-Lost-Ark	12,121	0,448	1,752	3,000	0,883	2,000	0,254	242	32
432	The Insider	tt0140352	1999	The-Insider	7,800	0,384	2,128	4,000	0,594	5,000	0,090	246	50
433	Insomnia	tt0278504	2002	Insomnia	8,162	0,315	1,902	4,000	0,695	5,000	0,141	180	29
434	Interview with the Vampire: The Vampire Chronicles	tt0110148	1994	Interview-with-the-Vampire:-The-Vampire-Chronicles	9,250	0,235	1,779	2,000	0,726	2,000	0,203	142	23
435	Into the Wild	tt0758758	2007	Into-the-Wild	6,069	0,398	2,069	4,000	0,438	1,000	0,103	100	25
436	Intolerable Cruelty	tt0138524	2003	Intolerable-Cruelty	6,408	0,338	2,038	4,000	0,567	6,000	0,100	186	47
437	Inventing the Abbotts	tt0119381	1997	Inventing-the-Abbotts	9,579	0,203	1,919	3,000	0,554	3,000	0,228	127	19
438	The Invention of Lying	tt1058017	2009	The-Invention-of-Lying	10,294	0,425	1,865	3,000	0,842	2,000	0,133	339	60
439	The Island	tt0399201	2005	The-Island	4,432	0,506	2,133	4,000	0,456	6,000	0,080	101	36
442	It's a Wonderful Life	tt0038650	1946	It's-a-Wonderful-Life	12,961	0,366	1,949	3,000	0,783	3,000	0,126	474	65
443	It's Complicated	tt1230414	2009	It's-Complicated	13,500	0,284	1,849	3,000	0,788	1,000	0,214	254	28
444	The Italian Job	tt0317740	2003	The-Italian-Job	7,135	0,365	2,259	4,000	0,487	6,000	0,092	172	31
445	The Jacket	tt0366627	2005	The-Jacket	4,811	0,459	2,136	3,000	0,507	8,000	0,078	110	35
446	Jackie Brown	tt0119396	1997	Jackie-Brown	8,276	0,296	1,939	3,000	0,771	2,000	0,165	154	28
447	Jacob's Ladder	tt0099871	1990	Jacob's-Ladder	6,915	0,446	1,899	2,000	0,729	5,000	0,085	250	58
449	Jason X	tt0211443	2001	Jason-X	29,758	0,141	1,720	4,000	0,713	3,000	0,301	708	31
450	Jaws	tt0073195	1975	Jaws	5,773	0,339	2,207	4,000	0,531	8,000	0,093	159	43
451	Jaws 2	tt0077766	1978	Jaws-2	19,148	0,391	2,065	4,000	0,698	4,000	0,164	706	54
452	Jay and Silent Bob Strike Back	tt0261392	2001	Jay-and-Silent-Bob-Strike-Back	9,942	0,443	2,020	3,000	0,772	2,000	0,116	352	63
453	Jennifer Eight	tt0104549	1992	Jennifer-Eight	7,867	0,323	1,948	4,000	0,672	3,000	0,154	160	29
454	Jennifer's Body	tt1131734	2009	Jennifer's-Body	5,771	0,417	1,865	3,000	0,645	5,000	0,111	132	32
455	Jerry Maguire	tt0116695	1996	Jerry-Maguire	7,840	0,360	2,109	4,000	0,649	2,000	0,105	226	45
456	JFK	tt0102138	1991	JFK	7,256	0,480	2,413	5,000	0,638	15,000	0,043	524	117
457	Jimmy and Judy	tt0425151	2006	Jimmy-and-Judy	8,000	0,177	1,766	3,000	0,628	4,000	0,182	123	22
458	John Q	tt0251160	2002	John-Q	10,926	0,376	2,158	4,000	0,612	7,000	0,137	373	51
459	Juno	tt0467406	2007	Juno	7,615	0,320	1,863	3,000	0,698	2,000	0,169	126	24
460	Jurassic Park	tt0107290	1993	Jurassic-Park	22,692	0,111	1,663	3,000	0,754	2,000	0,375	391	22
461	Jurassic Park III	tt0163025	2001	Jurassic-Park-III	16,571	0,299	1,800	3,000	0,810	2,000	0,271	241	21
462	The Lost World: Jurassic Park	tt0119567	1997	The-Lost-World:-Jurassic-Park	14,839	0,199	1,918	4,000	0,720	3,000	0,206	304	30
464	Kalifornia	tt0107302	1993	Kalifornia	12,408	0,243	1,968	3,000	0,702	5,000	0,139	246	31
465	Kate & Leopold	tt0035423	2001	Kate-&-Leopold	8,963	0,329	1,910	3,000	0,656	3,000	0,168	173	23
466	Kids	tt0113540	1995	Kids	8,667	0,371	2,121	4,000	0,757	2,000	0,151	216	39
467	Kill Bill: Vol. 1	tt0266697	2003	Kill-Bill:-Vol.-1	5,024	0,420	2,155	4,000	0,751	3,000	0,101	82	31
468	Killing Zoe	tt0110265	1993	Killing-Zoe	13,714	0,168	1,781	3,000	0,667	1,000	0,305	188	21
469	King Kong	tt0360717	2005	King-Kong	9,072	0,391	2,251	5,000	0,637	14,000	0,082	281	43
470	The King of Comedy	tt0085794	1982	The-King-of-Comedy	7,686	0,450	2,025	4,000	0,644	7,000	0,115	221	51
471	The King's Speech	tt1504320	2010	The-King's-Speech	11,231	0,281	1,966	4,000	0,673	1,000	0,246	188	25
472	Indiana Jones and the Kingdom of the Crystal Skull	tt0367882	2008	Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull	12,604	0,282	2,028	5,000	0,598	8,000	0,134	426	51
474	Klute	tt0067309	1971	Klute	5,027	0,375	2,177	4,000	0,613	1,000	0,107	106	36
475	Kramer vs. Kramer	tt0079417	1979	Kramer-vs.-Kramer	13,525	0,312	1,833	2,000	0,716	3,000	0,155	128	29
476	Kundun	tt0119485	1997	Kundun	4,744	0,487	2,519	5,000	0,428	6,000	0,075	122	41
477	Kung Fu Panda	tt0441773	2008	Kung-Fu-Panda	10,960	0,203	1,892	5,000	0,629	4,000	0,243	176	20
478	L.A. Confidential	tt0119488	1997	L.A.-Confidential	6,943	0,349	2,286	6,000	0,668	1,000	0,095	219	52
481	The Ladykillers	tt0335245	2004	The-Ladykillers	8,364	0,529	2,116	4,000	0,776	3,000	0,123	211	39
482	Lake Placid	tt0139414	1999	Lake-Placid	15,304	0,207	1,866	3,000	0,716	1,000	0,277	237	22
483	Land of the Dead	tt0418819	2005	Land-of-the-Dead	11,613	0,401	2,091	4,000	0,739	6,000	0,125	378	49
484	The Last Boy Scout	tt0102266	1991	The-Last-Boy-Scout	5,796	0,365	2,181	4,000	0,664	5,000	0,086	173	47
485	Last Chance Harvey	tt1046947	2008	Last-Chance-Harvey	6,233	0,396	2,077	3,000	0,600	2,000	0,116	145	39
486	The Last Flight of Noah's Ark	tt0081031	1980	The-Last-Flight-of-Noah's-Ark	22,786	0,106	1,684	3,000	0,777	2,000	0,354	328	15
487	The Last of the Mohicans	tt0104691	1992	The-Last-of-the-Mohicans	13,931	0,279	1,764	3,000	0,808	1,000	0,330	247	29
488	The Last Samurai	tt0325710	2003	The-Last-Samurai	13,400	0,233	1,847	4,000	0,627	1,000	0,284	172	19
489	The Last Station	tt0824758	2009	The-Last-Station	19,059	0,130	1,600	3,000	0,719	2,000	0,375	237	16
490	Law Abiding Citizen	tt1197624	2009	Law-Abiding-Citizen	10,840	0,286	2,193	4,000	0,593	8,000	0,097	350	48
491	Leaving Las Vegas	tt0113627	1995	Leaving-Las-Vegas	4,158	0,434	2,209	3,000	0,533	5,000	0,081	94	38
494	Legion	tt1038686	2010	Legion	18,348	0,195	1,842	4,000	0,797	1,000	0,340	294	21
495	Leviathan	tt0097737	1989	Leviathan	36,500	0,070	1,333	2,000	0,859	1,000	0,667	342	11
496	Liar Liar	tt0119528	1997	Liar-Liar	11,161	0,408	1,915	3,000	0,746	3,000	0,142	286	49
497	Life	tt0123964	1999	Life	15,000	0,361	2,120	5,000	0,761	2,000	0,137	496	51
498	Life as a House	tt0264796	2001	Life-as-a-House	14,903	0,243	1,877	3,000	0,726	1,000	0,234	297	27
499	The Life of David Gale	tt0289992	2003	The-Life-of-David-Gale	6,931	0,434	2,316	4,000	0,696	4,000	0,087	188	47
500	Light Sleeper	tt0102307	1992	Light-Sleeper	6,800	0,282	1,941	3,000	0,458	3,000	0,107	110	24
501	The Limey	tt0165854	1999	The-Limey	11,462	0,291	1,793	3,000	0,797	2,000	0,222	86	22
503	Little Athens	tt0417907	2005	Little-Athens	8,792	0,533	2,833	5,000	0,671	1,000	0,112	251	47
505	Little Nicky	tt0185431	2000	Little-Nicky	12,000	0,358	2,100	4,000	0,724	1,000	0,142	401	52
506	Living in Oblivion	tt0113677	1995	Living-in-Oblivion	45,273	0,107	1,629	3,000	0,697	2,000	0,394	590	19
507	Lock, Stock and Two Smoking Barrels	tt0120735	1998	Lock,-Stock-and-Two-Smoking-Barrels	11,571	0,409	2,355	4,000	0,694	1,000	0,156	308	40
508	Logan's Run	tt0074812	1976	Logan's-Run	9,727	0,210	1,675	2,000	0,871	1,000	0,325	111	18
509	Lone Star	tt0116905	1996	Lone-Star	6,453	0,458	2,305	5,000	0,645	2,000	0,103	191	53
510	The Long Kiss Goodnight	tt0116908	1996	The-Long-Kiss-Goodnight	6,069	0,411	2,468	5,000	0,564	8,000	0,071	184	51
511	Lord of Illusions	tt0113690	1995	Lord-of-Illusions	8,933	0,326	2,108	4,000	0,600	2,000	0,154	175	28
512	The Lord of the Rings: The Fellowship of the Ring	tt0120737	2001	The-Lord-of-the-Rings:-The-Fellowship-of-the-Ring	20,960	0,129	1,767	4,000	0,679	1,000	0,377	360	24
513	The Lord of the Rings: The Return of the King	tt0167260	2003	The-Lord-of-the-Rings:-The-Return-of-the-King	8,178	0,434	2,515	6,000	0,584	3,000	0,121	208	38
515	Lord of War	tt0399295	2005	Lord-of-War	6,837	0,414	1,937	3,000	0,716	1,000	0,101	170	43
516	The Losers	tt0480255	2010	The-Losers	14,353	0,222	1,979	3,000	0,711	2,000	0,193	311	31
517	Lost Highway	tt0116922	1997	Lost-Highway	6,136	0,526	2,470	5,000	0,579	6,000	0,092	158	43
518	Lost Horizon	tt0029162	1937	Lost-Horizon	9,647	0,428	2,229	4,000	0,735	4,000	0,139	226	34
519	Lost in Space	tt0120738	1998	Lost-in-Space	19,667	0,169	1,947	4,000	0,609	3,000	0,239	410	26
520	Lost in Translation	tt0335266	2003	Lost-in-Translation	4,759	0,365	2,068	3,000	0,770	3,000	0,118	81	29
521	Love & Basketball	tt0199725	2000	Love-&-Basketball	8,711	0,395	1,963	4,000	0,733	5,000	0,131	245	43
523	Magnolia	tt0175880	1999	Magnolia	8,022	0,663	3,762	8,000	0,623	4,000	0,067	397	85
524	The Majestic	tt0268995	2001	The-Majestic	8,941	0,396	2,265	4,000	0,704	4,000	0,129	271	48
525	Major League	tt0097815	1989	Major-League	15,133	0,256	1,944	4,000	0,689	7,000	0,173	451	48
526	Malcolm X	tt0104797	1992	Malcolm-X	5,975	0,496	2,104	4,000	0,683	5,000	0,055	262	76
527	Malibu's Most Wanted	tt0328099	2003	Malibu's-Most-Wanted	17,946	0,197	1,779	3,000	0,701	4,000	0,249	426	36
528	The Man in the Iron Mask	tt0120744	1998	The-Man-in-the-Iron-Mask	7,217	0,396	2,318	4,000	0,565	6,000	0,108	211	44
